	SMILES	Number	Lattice
521	CCOC(=O)N1N=C2CCc3cc4c5nc3CCC2=CC(=C1CC4)CC5	1132	('42.244713', '0.0', '0.0', '0.0', '42.244713', '0.0', '0.0', '0.0', '42.244713')
522	c1cnc(-c2nnc(-c3cnccn3)o2)cn1	1134	('39.361102200000005', '0.0', '0.0', '0.0', '39.361102200000005', '0.0', '0.0', '0.0', '39.361102200000005')
523	CC1(C)Oc2cc3c(cc2O1)OC(C)(C)O3	1135	('27.982190879999997', '0.0', '0.0', '0.0', '27.982190879999997', '0.0', '0.0', '0.0', '27.982190879999997')
524	C1=CN[C](C2=NN=N[C]2c2ccccn2)C=C1	1137	('20.37668724', '0.0', '0.0', '0.0', '20.37668724', '0.0', '0.0', '0.0', '20.37668724')
525	[CH]1C=CC=C2C1=C(c1cccs1)C1=C2[C](c2ccccc2)CC1	1139	('18.38800656', '0.0', '0.0', '0.0', '18.38800656', '0.0', '0.0', '0.0', '18.38800656')
526	CC(C)(C)Sc1sc(SC(C)(C)C)c2c1C(=S)SC2=S	1140	('55.898284679999996', '0.0', '0.0', '0.0', '55.898284679999996', '0.0', '0.0', '0.0', '55.898284679999996')
527	Cn1c(=O)n2ccn2c1=O	1144	('19.525839480000002', '0.0', '0.0', '0.0', '19.525839480000002', '0.0', '0.0', '0.0', '19.525839480000002')
528	c1cnccn1	1145	('19.13645412', '0.0', '0.0', '0.0', '19.13645412', '0.0', '0.0', '0.0', '19.13645412')
529	Nc1cccc2nsnc12	1147	('33.9420942', '0.0', '0.0', '0.0', '33.9420942', '0.0', '0.0', '0.0', '33.9420942')
530	[N]1S[N]c2nsnc21	1148	('18.02497536', '0.0', '0.0', '0.0', '18.02497536', '0.0', '0.0', '0.0', '18.02497536')
531	Nc1ncc([N+](=O)[O-])cn1	1150	('48.04453332', '0.0', '0.0', '0.0', '48.04453332', '0.0', '0.0', '0.0', '48.04453332')
532	O=C1CSc2sc(=S)sc2SCC1=O	1151	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
533	O=c1[nH]nc([N+](=O)[O-])[nH]1	1153	('56.624505840000005', '0.0', '0.0', '0.0', '56.624505840000005', '0.0', '0.0', '0.0', '56.624505840000005')
534	Cc1ncn2c1C=CC2=O	1154	('17.92125216', '0.0', '0.0', '0.0', '17.92125216', '0.0', '0.0', '0.0', '17.92125216')
535	O=C(O)[C@H](O)c1ccccc1	1155	('26.547582600000002', '0.0', '0.0', '0.0', '26.547582600000002', '0.0', '0.0', '0.0', '26.547582600000002')
536	SCCc1nnn[nH]1	1158	('38.340381240000006', '0.0', '0.0', '0.0', '38.340381240000006', '0.0', '0.0', '0.0', '38.340381240000006')
537	[O]N1N=NN[C]1c1nn[nH]n1	1160	('34.6419612', '0.0', '0.0', '0.0', '34.6419612', '0.0', '0.0', '0.0', '34.6419612')
538	Cc1c2n3c(c(C)c(=O)n3c1=O)CSC2	1162	('56.81115468', '0.0', '0.0', '0.0', '56.81115468', '0.0', '0.0', '0.0', '56.81115468')
539	CC(=O)CCC(=O)/C=C/c1ccco1	1165	('24.721578', '0.0', '0.0', '0.0', '24.721578', '0.0', '0.0', '0.0', '24.721578')
540	CSc1c(SC)c(SC)c(SC)c(SC)c1SC	1166	('26.216568', '0.0', '0.0', '0.0', '26.216568', '0.0', '0.0', '0.0', '26.216568')
541	CC(C)(C)NC(=S)Nc1ccccc1N	1167	('36.026983439999995', '0.0', '0.0', '0.0', '36.026983439999995', '0.0', '0.0', '0.0', '36.026983439999995')
542	CC(C)c1ccc(O)cc1	1168	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
543	C#CCN1C(=O)C(=O)c2ccccc21	1169	('23.749173', '0.0', '0.0', '0.0', '23.749173', '0.0', '0.0', '0.0', '23.749173')
544	S=c1sscc1-c1ccccc1	1174	('20.30360472', '0.0', '0.0', '0.0', '20.30360472', '0.0', '0.0', '0.0', '20.30360472')
545	O=C1c2ccc3ccccc3c2C(=O)c2ccc3ccccc3c21	1177	('35.71020432', '0.0', '0.0', '0.0', '35.71020432', '0.0', '0.0', '0.0', '35.71020432')
546	O=C1[N]N(c2ccccc2)N(c2ccccc2)[N]1	1178	('30.31220556', '0.0', '0.0', '0.0', '30.31220556', '0.0', '0.0', '0.0', '30.31220556')
547	O=[N+]([O-])c1ccc(-c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1	1179	('24.591341879999998', '0.0', '0.0', '0.0', '24.591341879999998', '0.0', '0.0', '0.0', '24.591341879999998')
548	Cc1ccc(O)c(=S)[nH]1	1180	('27.29026188', '0.0', '0.0', '0.0', '27.29026188', '0.0', '0.0', '0.0', '27.29026188')
549	c1cc2ccc3cccc4c3c2c(c1)[C@]12OCCO[C@]41OCCO2	1181	('31.62425112', '0.0', '0.0', '0.0', '31.62425112', '0.0', '0.0', '0.0', '31.62425112')
550	CC(=O)N/N=C/c1cccs1	1185	('27.09260568', '0.0', '0.0', '0.0', '27.09260568', '0.0', '0.0', '0.0', '27.09260568')
551	CC(=O)N/N=C/c1cccs1	1186	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
552	CC(=O)c1nn2nnnc2nc1C	1191	('21.1113756', '0.0', '0.0', '0.0', '21.1113756', '0.0', '0.0', '0.0', '21.1113756')
553	c1ccc2c(c1)Oc1cccc3c1N2c1ccccc1O3	1193	('28.37819124', '0.0', '0.0', '0.0', '28.37819124', '0.0', '0.0', '0.0', '28.37819124')
554	c1cnc(-c2cnccn2)cn1	1198	('41.400533159999995', '0.0', '0.0', '0.0', '41.400533159999995', '0.0', '0.0', '0.0', '41.400533159999995')
555	Cc1sc(=S)sc1C	1201	('40.449719519999995', '0.0', '0.0', '0.0', '40.449719519999995', '0.0', '0.0', '0.0', '40.449719519999995')
556	c1ccc2oc(-c3ccc(-c4cc5ccccc5o4)o3)cc2c1	1203	('36.06116976', '0.0', '0.0', '0.0', '36.06116976', '0.0', '0.0', '0.0', '36.06116976')
557	COC(=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@H]3[C@]41c1ccccc1	1208	('21.81833388', '0.0', '0.0', '0.0', '21.81833388', '0.0', '0.0', '0.0', '21.81833388')
558	Nc1nnc(N)c2ccccc12	1209	('19.45820772', '0.0', '0.0', '0.0', '19.45820772', '0.0', '0.0', '0.0', '19.45820772')
559	c1csc(SSc2nccs2)n1	1212	('30.54865212', '0.0', '0.0', '0.0', '30.54865212', '0.0', '0.0', '0.0', '30.54865212')
560	c1csc(SSc2nccs2)n1	1213	('23.67175104', '0.0', '0.0', '0.0', '23.67175104', '0.0', '0.0', '0.0', '23.67175104')
561	O=c1oc2ccc3c4ccccc4c4c(=O)oc5ccc6c7ccccc7c1c1c2c3c4c5c61	1214	('15.76867824', '0.0', '0.0', '0.0', '15.76867824', '0.0', '0.0', '0.0', '15.76867824')
562	CC(C)(C)c1cc2c3c(c1)c(=O)c(=O)c1cc(C(C)(C)C)cc(c1-3)c(=O)c2=O	1218	('30.46355676', '0.0', '0.0', '0.0', '30.46355676', '0.0', '0.0', '0.0', '30.46355676')
563	N[C]1N=C(N)[N]c2[nH]cnc21	1220	('26.33807232', '0.0', '0.0', '0.0', '26.33807232', '0.0', '0.0', '0.0', '26.33807232')
564	NN1C(=O)c2ccccc2S1(=O)=O	1222	('44.17936236', '0.0', '0.0', '0.0', '44.17936236', '0.0', '0.0', '0.0', '44.17936236')
565	O=c1occo1	1223	('31.89059748', '0.0', '0.0', '0.0', '31.89059748', '0.0', '0.0', '0.0', '31.89059748')
566	OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)c2nnnn21	1224	('21.8964438', '0.0', '0.0', '0.0', '21.8964438', '0.0', '0.0', '0.0', '21.8964438')
567	[O]N1ON=c2ccc3c(c21)[N]SN=3	1228	('28.8062082', '0.0', '0.0', '0.0', '28.8062082', '0.0', '0.0', '0.0', '28.8062082')
568	c1ccc(C2=N[S]3[N]S[N][S]([N]2)[N]3)cc1	1229	('45.971921519999995', '0.0', '0.0', '0.0', '45.971921519999995', '0.0', '0.0', '0.0', '45.971921519999995')
569	O=[N+]([O-])c1nonc1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-]	1231	('24.67061604', '0.0', '0.0', '0.0', '24.67061604', '0.0', '0.0', '0.0', '24.67061604')
570	c1ccc2c(c1)SSc1ccccc1SS2	1233	('43.68985236', '0.0', '0.0', '0.0', '43.68985236', '0.0', '0.0', '0.0', '43.68985236')
571	C/C(=N\O)c1ccccc1N	1234	('33.70247244', '0.0', '0.0', '0.0', '33.70247244', '0.0', '0.0', '0.0', '33.70247244')
572	Nn1c(-c2ccc(O)cc2)nnc1-c1ccc(O)cc1	1235	('28.42073892', '0.0', '0.0', '0.0', '28.42073892', '0.0', '0.0', '0.0', '28.42073892')
573	O=C(OCCO)c1ccc(C(=O)OCCO)cc1	1237	('23.45155092', '0.0', '0.0', '0.0', '23.45155092', '0.0', '0.0', '0.0', '23.45155092')
574	Nn1nnnc1-c1nnnn1N	1241	('28.45407852', '0.0', '0.0', '0.0', '28.45407852', '0.0', '0.0', '0.0', '28.45407852')
575	Cc1nnc(N)s1	1243	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
576	CC(=O)O[C@H]1CC[C@@]2(C)C(=Cc3nnnn3[C@H]3[C@@H]4CC[C@H](n5nnnc5C)[C@@]4(C)CC[C@@H]32)C1	1244	('42.36743448', '0.0', '0.0', '0.0', '42.36743448', '0.0', '0.0', '0.0', '42.36743448')
577	Nc1ccccc1S([O])([O])O	1245	('36.743096879999996', '0.0', '0.0', '0.0', '36.743096879999996', '0.0', '0.0', '0.0', '36.743096879999996')
578	O=c1[nH]c(=O)ss1	1246	('46.18974024', '0.0', '0.0', '0.0', '46.18974024', '0.0', '0.0', '0.0', '46.18974024')
579	Cc1ccc(-c2cc(-c3ccccc3)nc3ccnn23)cc1	1247	('24.621823799999998', '0.0', '0.0', '0.0', '24.621823799999998', '0.0', '0.0', '0.0', '24.621823799999998')
580	S=c1[nH]nc(-c2cc3ccccc3o2)[nH]1	1256	('27.572643', '0.0', '0.0', '0.0', '27.572643', '0.0', '0.0', '0.0', '27.572643')
581	CCCCCCCCOc1cc(COC)c(OCCCCCCCC)cc1COC	1257	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
582	Cn1cnc2c1[N]C=N[C]2c1cccs1	1260	('39.855480840000006', '0.0', '0.0', '0.0', '39.855480840000006', '0.0', '0.0', '0.0', '39.855480840000006')
583	Cn1c(N)c(N)c(=O)n(C)c1=O	1262	('26.65760328', '0.0', '0.0', '0.0', '26.65760328', '0.0', '0.0', '0.0', '26.65760328')
584	O=C(O)Cn1cccn1	1265	('31.21523244', '0.0', '0.0', '0.0', '31.21523244', '0.0', '0.0', '0.0', '31.21523244')
585	COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O	1267	('25.972977240000002', '0.0', '0.0', '0.0', '25.972977240000002', '0.0', '0.0', '0.0', '25.972977240000002')
586	CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c(S(=O)(=O)CCC)c(S(=O)(=O)CCC)c(S(=O)(=O)CCC)c1S(=O)(=O)CCC	1269	('26.31489336', '0.0', '0.0', '0.0', '26.31489336', '0.0', '0.0', '0.0', '26.31489336')
587	Cc1cc(C)c(C(=S)SC(=S)c2c(C)cc(C)cc2C)c(C)c1	1270	('51.58953828', '0.0', '0.0', '0.0', '51.58953828', '0.0', '0.0', '0.0', '51.58953828')
588	O=S1(=O)C(c2ccccc2)=C1c1ccccc1	1271	('33.63706332', '0.0', '0.0', '0.0', '33.63706332', '0.0', '0.0', '0.0', '33.63706332')
589	c1nc(-c2nnn[nH]2)c(-c2nnn[nH]2)[nH]1	1274	('37.110943799999994', '0.0', '0.0', '0.0', '37.110943799999994', '0.0', '0.0', '0.0', '37.110943799999994')
590	S=C(S)C1=C(NCc2ccccc2)CCC1	1277	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
591	C=CCNC(=S)Nc1ccccc1	1278	('17.89600932', '0.0', '0.0', '0.0', '17.89600932', '0.0', '0.0', '0.0', '17.89600932')
592	Cn1cnn(N)c1=S	1279	('30.812140799999998', '0.0', '0.0', '0.0', '30.812140799999998', '0.0', '0.0', '0.0', '30.812140799999998')
593	O=C(O)c1ncccc1S	1280	('30.812140799999998', '0.0', '0.0', '0.0', '30.812140799999998', '0.0', '0.0', '0.0', '30.812140799999998')
594	O=[S@@]1c2cccc3cccc(c23)S1(=O)=O	1282	('23.31200088', '0.0', '0.0', '0.0', '23.31200088', '0.0', '0.0', '0.0', '23.31200088')
595	NCc1nnn[nH]1	1285	('49.16405592', '0.0', '0.0', '0.0', '49.16405592', '0.0', '0.0', '0.0', '49.16405592')
596	Cc1nc2c(ccc3nsnc32)[nH]1	1287	('27.73341396', '0.0', '0.0', '0.0', '27.73341396', '0.0', '0.0', '0.0', '27.73341396')
597	COc1cc(O)ccc1O	1288	('28.93512132', '0.0', '0.0', '0.0', '28.93512132', '0.0', '0.0', '0.0', '28.93512132')
598	Nc1nnn[nH]1	1290	('16.43409432', '0.0', '0.0', '0.0', '16.43409432', '0.0', '0.0', '0.0', '16.43409432')
599	Cc1sc2[nH]c(=O)[nH]c(=O)c2c1C	1291	('27.24019956', '0.0', '0.0', '0.0', '27.24019956', '0.0', '0.0', '0.0', '27.24019956')
600	O=C1Cc2ccsc2C1	1296	('32.7119688', '0.0', '0.0', '0.0', '32.7119688', '0.0', '0.0', '0.0', '32.7119688')
601	Sc1ccccc1NCCNc1ccccc1S	1298	('40.727390760000006', '0.0', '0.0', '0.0', '40.727390760000006', '0.0', '0.0', '0.0', '40.727390760000006')
602	O=C1C[S@](=O)c2ccccc2[S@@](=O)C1	1303	('29.463950880000002', '0.0', '0.0', '0.0', '29.463950880000002', '0.0', '0.0', '0.0', '29.463950880000002')
603	CCc1n[nH]c(=S)n(N)c1=O	1304	('43.0149636', '0.0', '0.0', '0.0', '43.0149636', '0.0', '0.0', '0.0', '43.0149636')
604	[O-][n+]1ccc([N][N]c2cc[n+]([O-])cc2)cc1	1307	('35.42353668', '0.0', '0.0', '0.0', '35.42353668', '0.0', '0.0', '0.0', '35.42353668')
605	c1ccc(-c2nnc(-c3nnc(-c4ccccc4)nn3)nn2)cc1	1308	('33.092199', '0.0', '0.0', '0.0', '33.092199', '0.0', '0.0', '0.0', '33.092199')
606	C/C=C/c1ccccc1/C=C/C=C/c1ccccc1	1310	('31.42781208', '0.0', '0.0', '0.0', '31.42781208', '0.0', '0.0', '0.0', '31.42781208')
607	CCO[C@@H]1C[C@]2(c3ccccc3)ON=C(c3ccccc3)N2O1	1313	('20.3892822', '0.0', '0.0', '0.0', '20.3892822', '0.0', '0.0', '0.0', '20.3892822')
608	Cc1nc(C)c(C(=O)O)s1	1317	('17.5149324', '0.0', '0.0', '0.0', '17.5149324', '0.0', '0.0', '0.0', '17.5149324')
609	Oc1cccc(O)c1	1319	('18.392346', '0.0', '0.0', '0.0', '18.392346', '0.0', '0.0', '0.0', '18.392346')
610	Cn1ncn([N][N]n2cnn(C)c2=O)c1=O	1322	('22.41738828', '0.0', '0.0', '0.0', '22.41738828', '0.0', '0.0', '0.0', '22.41738828')
611	c1nc2n(n1)-c1n[nH]nc1CN2	1323	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
612	CC(C)(C)[C@H]1CC[C@]2(CC1)Nc1ccccc1C2=O	1324	('24.0079518', '0.0', '0.0', '0.0', '24.0079518', '0.0', '0.0', '0.0', '24.0079518')
613	O/N=C/c1c(O)c(/C=N/O)c(O)c(/C=N/O)c1O	1328	('58.45866012', '0.0', '0.0', '0.0', '58.45866012', '0.0', '0.0', '0.0', '58.45866012')
614	CC(=O)/C(C)=N/Nc1ccccc1[N+](=O)[O-]	1329	('33.9169572', '0.0', '0.0', '0.0', '33.9169572', '0.0', '0.0', '0.0', '33.9169572')
615	CSc1sc(=S)sc1SSc1sc(=S)sc1SC	1330	('26.509109759999998', '0.0', '0.0', '0.0', '26.509109759999998', '0.0', '0.0', '0.0', '26.509109759999998')
616	CSc1sc(=S)sc1SSc1sc(=S)sc1SC	1331	('35.05410216', '0.0', '0.0', '0.0', '35.05410216', '0.0', '0.0', '0.0', '35.05410216')
617	C[C](O)c1c(C)cc2cc(C)cc(O)c2c1[O]	1332	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
618	[O]N1c2cccc3cccc(c23)N1[O]	1339	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
619	CC(=O)c1cc(C)c(O)c(C)c1O	1346	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
620	C/C(=N\N)c1cnc(NN)nc1C	1348	('40.72823748', '0.0', '0.0', '0.0', '40.72823748', '0.0', '0.0', '0.0', '40.72823748')
621	Sc1ccccc1S	1349	('34.10646372', '0.0', '0.0', '0.0', '34.10646372', '0.0', '0.0', '0.0', '34.10646372')
622	Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-]	1350	('22.2062904', '0.0', '0.0', '0.0', '22.2062904', '0.0', '0.0', '0.0', '22.2062904')
623	Nc1nonc1N	1351	('23.25299508', '0.0', '0.0', '0.0', '23.25299508', '0.0', '0.0', '0.0', '23.25299508')
624	O=C(O)c1nonc1NCNc1nonc1C(=O)O	1352	('24.76851804', '0.0', '0.0', '0.0', '24.76851804', '0.0', '0.0', '0.0', '24.76851804')
625	O=[N+]([O-])C1=Cc2c(O)ccc(O)c2[C@H]2CCO[C@@H]12	1356	('20.026727280000003', '0.0', '0.0', '0.0', '20.026727280000003', '0.0', '0.0', '0.0', '20.026727280000003')
626	O=S1(=O)c2ccsc2-c2sccc21	1357	('31.923884160000004', '0.0', '0.0', '0.0', '31.923884160000004', '0.0', '0.0', '0.0', '31.923884160000004')
627	O/N=C1C(=N\O)\C=Cc2ccccc2\1	1359	('27.72965664', '0.0', '0.0', '0.0', '27.72965664', '0.0', '0.0', '0.0', '27.72965664')
628	O=S(=O)(Cc1ccccc1)Cc1ccccc1	1362	('30.873792599999998', '0.0', '0.0', '0.0', '30.873792599999998', '0.0', '0.0', '0.0', '30.873792599999998')
629	O=S(=O)(Cc1ccccc1)Cc1ccccc1	1363	('28.55600244', '0.0', '0.0', '0.0', '28.55600244', '0.0', '0.0', '0.0', '28.55600244')
630	Cc1c(O)nn(-c2ccccc2)c(=O)c1C	1365	('26.1125802', '0.0', '0.0', '0.0', '26.1125802', '0.0', '0.0', '0.0', '26.1125802')
631	CCOC(=O)C1=C[C@H](C(C)C)[C@]23c4c5c6c7c8c9c%10c%11c%12c%13c%14c%10c8c8c%10c%14c%14c%13c%13c%15c%12c%12c%11c%11c9c9c%16c%11c%11c%12c%12c%15c%15c%13c%13c%14c%14c%10c(c86)c4c4c%14c%13c6c%15c8c%12c%11c%10c%16c(c5c97)[C@]12c%10c8c6c43	1368	('26.36426772', '0.0', '0.0', '0.0', '26.36426772', '0.0', '0.0', '0.0', '26.36426772')
632	c1ccc([C@H]2[C@H](c3cncs3)[C@H](c3ccccc3)[C@H]2c2cncs2)cc1	1371	('27.256446', '0.0', '0.0', '0.0', '27.256446', '0.0', '0.0', '0.0', '27.256446')
633	O=C(O)[C@@H](O)[C@H](O)c1ccccc1	1373	('24.25974516', '0.0', '0.0', '0.0', '24.25974516', '0.0', '0.0', '0.0', '24.25974516')
634	c1ccnnc1	1374	('29.0633994', '0.0', '0.0', '0.0', '29.0633994', '0.0', '0.0', '0.0', '29.0633994')
635	O/N=C/c1ccncn1	1380	('38.5524846', '0.0', '0.0', '0.0', '38.5524846', '0.0', '0.0', '0.0', '38.5524846')
636	O=C(O)Cn1cc([C@@]23C[C@@H]4C[C@@H](C[C@@](O)(C4)C2)C3)c(=O)[nH]c1=O	1381	('52.645186439999996', '0.0', '0.0', '0.0', '52.645186439999996', '0.0', '0.0', '0.0', '52.645186439999996')
637	O=C1SS(=O)(=O)c2ccccc21	1383	('39.21853572', '0.0', '0.0', '0.0', '39.21853572', '0.0', '0.0', '0.0', '39.21853572')
638	NNC(=O)c1ccncc1	1384	('45.8755542', '0.0', '0.0', '0.0', '45.8755542', '0.0', '0.0', '0.0', '45.8755542')
639	COC1=C(CC(C)(C)C)C(=O)c2c(oc3c(CC(C)(C)C)c(OC)c(OC)cc23)C1=O	1385	('18.90439992', '0.0', '0.0', '0.0', '18.90439992', '0.0', '0.0', '0.0', '18.90439992')
640	Nn1cn[nH]c1=S	1392	('24.8046624', '0.0', '0.0', '0.0', '24.8046624', '0.0', '0.0', '0.0', '24.8046624')
641	Nn1c(N/N=C/c2ccccc2O)n[nH]c1=S	1396	('26.73894132', '0.0', '0.0', '0.0', '26.73894132', '0.0', '0.0', '0.0', '26.73894132')
642	Nc1nnc(S(N)(=O)=O)s1	1399	('22.39066368', '0.0', '0.0', '0.0', '22.39066368', '0.0', '0.0', '0.0', '22.39066368')
643	C[C@@H]1CCc2ccc3c(c2N1)N[C@@H](C)CC3	1400	('39.15328536', '0.0', '0.0', '0.0', '39.15328536', '0.0', '0.0', '0.0', '39.15328536')
644	Nc1nn2c(=O)c(N)c(O)[nH]c2c1[N+](=O)[O-]	1402	('43.32343428', '0.0', '0.0', '0.0', '43.32343428', '0.0', '0.0', '0.0', '43.32343428')
645	Cc1ccc(N)cc1N	1408	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
646	Nc1ccc(/N=N/c2ccc(N)cc2)cc1	1411	('28.79700012', '0.0', '0.0', '0.0', '28.79700012', '0.0', '0.0', '0.0', '28.79700012')
647	[CH]1N=C(SSc2nc[nH]n2)[N]N1	1414	('29.56529268', '0.0', '0.0', '0.0', '29.56529268', '0.0', '0.0', '0.0', '29.56529268')
648	[CH]1N=C(SSc2nc[nH]n2)[N]N1	1415	('17.59806972', '0.0', '0.0', '0.0', '17.59806972', '0.0', '0.0', '0.0', '17.59806972')
649	c1ccc(N2CSSSSSC2)cc1	1416	('25.812100440000002', '0.0', '0.0', '0.0', '25.812100440000002', '0.0', '0.0', '0.0', '25.812100440000002')
650	O=C(O)c1cc(C(=O)O)ncn1	1422	('24.76010376', '0.0', '0.0', '0.0', '24.76010376', '0.0', '0.0', '0.0', '24.76010376')
651	c1ccc(-c2cc3cc4[nH]c(-c5ccccc5)cc4cc3[nH]2)cc1	1426	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
652	CC/C=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	1428	('32.92941708', '0.0', '0.0', '0.0', '32.92941708', '0.0', '0.0', '0.0', '32.92941708')
653	[O-][n+]1ccccc1SCOCO	1430	('42.3394398', '0.0', '0.0', '0.0', '42.3394398', '0.0', '0.0', '0.0', '42.3394398')
654	c1cc2n(n1)CCN2	1431	('32.4132354', '0.0', '0.0', '0.0', '32.4132354', '0.0', '0.0', '0.0', '32.4132354')
655	O=c1[nH]nc(O)c2cccc(-c3cccc4c(O)n[nH]c(=O)c34)c12	1434	('40.9161564', '0.0', '0.0', '0.0', '40.9161564', '0.0', '0.0', '0.0', '40.9161564')
656	Cc1nc(C)c(C)nc1C	1436	('40.3914546', '0.0', '0.0', '0.0', '40.3914546', '0.0', '0.0', '0.0', '40.3914546')
657	NC(=S)c1cccc(C(N)=S)c1	1439	('38.977220519999996', '0.0', '0.0', '0.0', '38.977220519999996', '0.0', '0.0', '0.0', '38.977220519999996')
658	NC(=S)c1cccc(C(N)=S)c1	1440	('53.09061408', '0.0', '0.0', '0.0', '53.09061408', '0.0', '0.0', '0.0', '53.09061408')
659	NNC(=O)c1ccc[nH]1	1445	('26.5687506', '0.0', '0.0', '0.0', '26.5687506', '0.0', '0.0', '0.0', '26.5687506')
660	Cc1sc(=O)sc1C	1448	('30.46461516', '0.0', '0.0', '0.0', '30.46461516', '0.0', '0.0', '0.0', '30.46461516')
661	O=C(O)[C@@H](O)Cc1ccccc1	1455	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
662	CC1=Nc2ccccc2N=C(C)C1	1456	('25.42440852', '0.0', '0.0', '0.0', '25.42440852', '0.0', '0.0', '0.0', '25.42440852')
663	O=[N+]([O-])c1c[nH]cn1	1460	('20.69452476', '0.0', '0.0', '0.0', '20.69452476', '0.0', '0.0', '0.0', '20.69452476')
664	c1ccc2c(c1)c1c3ccsc3c3c4sccc4c4c5ccccc5c5c6ccsc6c6c7sccc7c2c2c1c3c4c5c62	1461	('21.4148718', '0.0', '0.0', '0.0', '21.4148718', '0.0', '0.0', '0.0', '21.4148718')
665	CCn1c(=O)[nH]c2c(=O)[nH]c(N)nc21	1464	('51.19713648', '0.0', '0.0', '0.0', '51.19713648', '0.0', '0.0', '0.0', '51.19713648')
666	S=c1sc2c(s1)SCCOCCS2	1466	('19.38332592', '0.0', '0.0', '0.0', '19.38332592', '0.0', '0.0', '0.0', '19.38332592')
667	O=C(Oc1ccccc1)O[C@H]1[C@@H]2O[C@H]3O[C@@H]([C@H]2O)[C@@H](O)[C@@H]1O3	1470	('40.87482588', '0.0', '0.0', '0.0', '40.87482588', '0.0', '0.0', '0.0', '40.87482588')
668	Cc1csc2c1S(=O)(=O)c1c(C)csc1-2	1471	('26.39871864', '0.0', '0.0', '0.0', '26.39871864', '0.0', '0.0', '0.0', '26.39871864')
669	O=c1cc[nH]c(=O)o1	1472	('45.19992456', '0.0', '0.0', '0.0', '45.19992456', '0.0', '0.0', '0.0', '45.19992456')
670	C[C@]12Sc3ccccc3[C]1c1c(c3nsnc3c3nsnc13)[C]1c3ccccc3S[C@@]12C	1475	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
671	C[C@@]12Sc3ccccc3[C]1c1c(c3nsnc3c3nsnc13)[C]1c3ccccc3S[C@]12C	1476	('32.28548652', '0.0', '0.0', '0.0', '32.28548652', '0.0', '0.0', '0.0', '32.28548652')
672	O=c1ccc2ccccc2o1	1477	('26.778578399999997', '0.0', '0.0', '0.0', '26.778578399999997', '0.0', '0.0', '0.0', '26.778578399999997')
673	O=c1c(O)c(-c2ccccc2)c1=O	1479	('32.2767018', '0.0', '0.0', '0.0', '32.2767018', '0.0', '0.0', '0.0', '32.2767018')
674	N[C@@H](CSc1c(O)c(=O)c1=O)C(=O)O	1482	('26.8203852', '0.0', '0.0', '0.0', '26.8203852', '0.0', '0.0', '0.0', '26.8203852')
675	Cc1nc2c(=O)[nH]nc(C)c2s1	1483	('18.12420036', '0.0', '0.0', '0.0', '18.12420036', '0.0', '0.0', '0.0', '18.12420036')
676	c1cnc2c(n1)c1nccnc1c1nccnc21	1484	('10.003414679999999', '0.0', '0.0', '0.0', '10.003414679999999', '0.0', '0.0', '0.0', '10.003414679999999')
677	COc1cc2c(cc1OC)C(=O)c1cc(OC)c(OC)cc1C2=O	1487	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
